Shipment ID,Container ID,Timestamp,Date,Time,Product Category,Product Name,Vehicle Type,Origin City,Destination City,Transport Mode,Latitude,Longitude,Temperature,Humidity,Battery,Shock,Vibration,Delay Hours,Sensor Status,Weather,Driver ID,Route ID,Trip Distance,Trip Duration,Fuel Consumption
SHP-C708ED7FF3E6,CTR-9060DDBB94,2026-05-25 01:07:06,2026-05-25,01:07:06,Fresh Vegetables,Potato,Cold Storage Container,Jaipur,Noida,Rail,28.077255,77.07569,0.68,43.23,59.59,190.12,6.312,2.21,Active,Clear,DRV-0B520A9B,RTE-C5372ED2,511.21,65.23,122.15
SHP-24975654371D,CTR-9124A7A410,2026-07-04 10:18:06,2026-07-04,10:18:06,Dairy Products,Cheese,Cold Storage Container,Varanasi,Noida,Sea,27.015094,80.752544,1.84,46.19,68.05,212.79,8.472,2.59,Active,Fog,DRV-BF748D53,RTE-0F3C137D,2144.88,76.56,514.22
SHP-5F5F34D43A7B,CTR-D194D3ADEA,2026-06-13 22:17:06,2026-06-13,22:17:06,Seafood,Salmon,Insulated Container,Patna,Mumbai,Rail,21.848751,79.48771,-2.74,50.53,91.17,248.97,6.378,13.37,Warning,Cold Wave,DRV-D8ADDA67,RTE-80DD3CB1,1464.45,51.0,271.89
SHP-8D226860FAEE,CTR-95E73D375B,2026-07-06 04:38:06,2026-07-06,04:38:06,Vaccines,BCG Vaccine,Cold Storage Container,Srinagar,Chennai,Sea,23.964867,77.490779,-6.84,50.27,55.46,199.16,3.739,4.26,Warning,Cold Wave,DRV-24AF23D8,RTE-36AEAA53,2561.09,59.58,598.53
SHP-D0262EC35934,CTR-3FAECFFFBB,2026-05-22 11:27:06,2026-05-22,11:27:06,Dairy Products,Milk,Mini Reefer Truck,Gurugram,Bhopal,Air,25.075288,77.094033,1.07,65.38,56.55,276.44,2.483,3.36,Active,Rain,DRV-68D55682,RTE-2327914A,2099.34,20.87,283.11
SHP-91C8810AB491,CTR-9723C4B4BD,2026-05-30 17:57:06,2026-05-30,17:57:06,Fresh Vegetables,Onion,Mini Reefer Truck,Ranchi,Guwahati,Sea,24.159455,89.152133,0.14,49.78,55.03,32.11,1.788,2.84,Active,Cloudy,DRV-9435099E,RTE-09940F8F,2252.3,86.25,303.79
SHP-E6D7687661F8,CTR-A67D6EC681,2026-06-18 14:52:06,2026-06-18,14:52:06,Fresh Fruits,Apple,Refrigerated Truck,Coimbatore,Visakhapatnam,Sea,14.560843,80.141522,1.32,58.12,89.87,36.89,11.214,3.88,Active,Storm,DRV-A4AEF5FF,RTE-630DB237,1907.84,69.11,369.22
SHP-A7D11FD85A50,CTR-79908FC48B,2026-05-31 06:34:06,2026-05-31,06:34:06,Frozen Foods,Frozen Meat,Refrigerated Truck,Kanpur,Guwahati,Rail,26.002364,86.012642,-0.45,39.62,64.68,301.87,6.18,18.17,Warning,Rain,DRV-816E83C1,RTE-98E73903,1461.06,29.33,300.96
SHP-58BF08046876,CTR-5C963591E5,2026-06-08 18:32:06,2026-06-08,18:32:06,Seafood,Fish,Refrigerated Van,Surat,Ranchi,Rail,21.858708,79.643953,0.67,46.28,69.71,0.5,3.91,7.69,Warning,Fog,DRV-1139AEED,RTE-61AE8A1D,1240.11,53.32,195.35
SHP-8257C810C14E,CTR-6ED5B58D32,2026-06-28 14:47:06,2026-06-28,14:47:06,Fresh Fruits,Apple,Refrigerated Van,Patna,Guwahati,Road,25.145635,87.79526,0.38,56.59,65.37,126.53,7.712,2.84,Active,Cold Wave,DRV-20EE9913,RTE-CC5E0E98,1342.31,20.17,202.58
SHP-D1A1EEF0AFF8,CTR-06BC558D1C,2026-05-28 15:38:06,2026-05-28,15:38:06,Seafood,Salmon,Mini Reefer Truck,Patna,Durgapur,Sea,24.014897,85.767948,1.87,33.11,59.14,94.86,10.031,2.91,Active,Clear,DRV-CBA8D8D3,RTE-05F598D9,2602.41,66.41,356.07
SHP-196E4FEC8483,CTR-EC1DCFAB37,2026-06-29 15:25:06,2026-06-29,15:25:06,Frozen Foods,Frozen Meat,Refrigerated Truck,Siliguri,Ranchi,Air,24.642463,87.403755,1.94,48.64,67.3,223.79,2.882,0.0,Active,Clear,DRV-39FFA6FA,RTE-30687BD1,1388.25,1.0,255.97
SHP-7588458BE799,CTR-F55E0F2AE2,2026-05-26 04:26:06,2026-05-26,04:26:06,Fresh Vegetables,Potato,Insulated Container,Jaipur,Kolkata,Road,24.096583,82.466949,-3.89,58.7,98.27,183.49,6.046,12.57,Warning,Rain,DRV-C44CCDF2,RTE-5C189E1A,578.04,40.04,98.85
SHP-F55CCA1AF7D2,CTR-7AAC542494,2026-05-30 11:47:06,2026-05-30,11:47:06,Dairy Products,Curd,Refrigerated Truck,Ahmedabad,Delhi,Road,25.433831,74.666691,-5.39,50.8,86.01,68.66,6.135,4.44,Warning,Cold Wave,DRV-D2EE9581,RTE-01E9BB3C,571.92,43.4,103.41
SHP-BCC273BC6DD2,CTR-80E188A247,2026-06-24 05:44:06,2026-06-24,05:44:06,Frozen Foods,Frozen French Fries,Cold Storage Container,Mumbai,Nagpur,Road,20.202886,76.478975,2.4,62.03,60.19,66.69,12.833,4.65,Warning,Rain,DRV-D02F5B52,RTE-3C2795A7,684.26,23.87,158.08
SHP-BC22A12C23E8,CTR-300BE5F184,2026-07-06 14:08:06,2026-07-06,14:08:06,Fresh Vegetables,Lettuce,Reefer Trailer,Pune,Kolkata,Rail,20.297124,80.969117,2.85,60.64,77.45,73.95,3.867,0.0,Active,Cold Wave,DRV-889FC403,RTE-D8DD8F23,968.05,51.37,214.03
SHP-184567B7907F,CTR-58B321F982,2026-05-30 05:11:06,2026-05-30,05:11:06,Fresh Fruits,Apple,Insulated Container,Chennai,Surat,Rail,16.888195,76.838237,-2.45,53.65,4.03,6.19,2.406,2.65,Active,Cold Wave,DRV-B91CBB84,RTE-5633E5E8,1030.66,48.34,172.79
SHP-81FE6037FDCB,CTR-BD821D8B10,2026-06-06 23:31:06,2026-06-06,23:31:06,Medicines,Paracetamol Syrup,Reefer Trailer,Noida,Bhubaneswar,Rail,24.584722,81.730716,-12.02,40.56,0.0,205.82,6.535,4.79,Warning,Clear,DRV-C4D30D35,RTE-D743F5CC,1274.05,58.82,275.35
SHP-EB36484A0484,CTR-8D34B2AB2C,2026-07-14 11:42:06,2026-07-14,11:42:06,Vaccines,COVID-19 Vaccine,Reefer Trailer,Noida,Kolkata,Air,25.793835,82.938951,0.24,54.83,81.72,198.08,8.16,2.67,Active,Rain,DRV-91FFEAA4,RTE-F1043D1C,1422.48,1.0,304.59
SHP-BD9EBBCB4A48,CTR-9B231CD678,2026-07-18 08:40:06,2026-07-18,08:40:06,Fresh Vegetables,Lettuce,Mini Reefer Truck,Indore,Chandigarh,Sea,27.493447,75.973924,2.23,44.42,39.88,200.62,5.692,2.06,Active,Heatwave,DRV-E2AFD8CD,RTE-98688257,2219.02,76.71,297.81
SHP-69704A986F25,CTR-8A377BD8C9,2026-06-23 20:15:06,2026-06-23,20:15:06,Dairy Products,Butter,Reefer Trailer,Bengaluru,Patna,Road,19.002994,81.382811,4.31,45.85,82.03,19.01,13.415,0.0,Active,Storm,DRV-7BB810AC,RTE-868A3E21,484.82,27.09,108.45
SHP-F9222684226A,CTR-9A9B0764BC,2026-06-15 19:16:06,2026-06-15,19:16:06,Medicines,Paracetamol Syrup,Reefer Trailer,Chennai,Noida,Rail,21.248691,78.745938,1.24,61.74,64.6,85.2,3.857,3.32,Active,Rain,DRV-EC5BC10B,RTE-C518C113,920.2,45.92,176.12
SHP-E38983645B66,CTR-F89F95E82D,2026-06-09 19:01:06,2026-06-09,19:01:06,Seafood,Fish,Cold Storage Container,Bengaluru,Kanpur,Sea,19.036202,79.145112,-0.89,46.46,68.08,14.2,5.796,3.66,Active,Heatwave,DRV-130A3E25,RTE-3D7300D3,2009.74,79.07,444.72
SHP-ABA39987F2C2,CTR-58125D1677,2026-06-25 17:27:06,2026-06-25,17:27:06,Bakery Products,Cake,Refrigerated Van,Hyderabad,Asansol,Road,20.477003,83.466401,-2.14,66.33,78.62,47.04,1.371,0.0,Active,Storm,DRV-464C8C6C,RTE-C9E8503C,448.72,20.2,65.19
SHP-1F7BA73C6B63,CTR-63B8E13F9C,2026-06-24 10:27:06,2026-06-24,10:27:06,Frozen Foods,Frozen Meat,Mini Reefer Truck,Siliguri,Pune,Sea,23.212962,81.359879,0.03,44.42,74.5,303.33,2.29,4.42,Warning,Rain,DRV-463A9D86,RTE-25977770,2116.53,70.24,287.07
SHP-257286ECF0FB,CTR-4008691764,2026-06-06 15:58:06,2026-06-06,15:58:06,Dairy Products,Curd,Refrigerated Truck,Siliguri,Kolkata,Road,25.335557,88.263456,-0.72,45.54,65.47,151.81,2.898,3.83,Active,Rain,DRV-7520E876,RTE-ADFD7EA2,486.34,29.93,102.39
SHP-D63B462702CD,CTR-794A6F7E18,2026-05-21 08:22:06,2026-05-21,08:22:06,Fresh Fruits,Orange,Cold Storage Container,Patna,Kochi,Sea,17.942346,80.550086,-2.44,45.27,51.38,11.19,4.374,4.41,Warning,Rain,DRV-508906EF,RTE-9952209A,2099.74,68.07,472.23
SHP-3CB61B1424F4,CTR-6E42370711,2026-05-29 01:41:06,2026-05-29,01:41:06,Medicines,Paracetamol Syrup,Reefer Trailer,Guwahati,Kolkata,Rail,25.009867,89.376629,4.92,45.93,71.31,1.38,1.599,3.53,Active,Fog,DRV-D947B501,RTE-37410E3C,1137.97,41.38,240.42
SHP-54FAF0D08BA9,CTR-2A6EB19D26,2026-07-16 11:51:06,2026-07-16,11:51:06,Seafood,Salmon,Refrigerated Truck,Bengaluru,Visakhapatnam,Sea,15.079001,80.108121,4.28,57.91,82.41,150.61,7.637,3.65,Active,Cloudy,DRV-A8C18EC0,RTE-0A4ABBF5,2569.46,76.88,509.18
SHP-CE5D6D254015,CTR-B4D507ABD0,2026-06-14 01:40:06,2026-06-14,01:40:06,Fresh Fruits,Grapes,Cold Storage Container,Nagpur,Surat,Sea,21.402821,76.296344,8.95,54.53,56.23,65.24,2.686,3.43,Warning,Rain,DRV-6F94BCFA,RTE-4021C3EA,1998.22,72.95,451.83
SHP-35D9210C37C1,CTR-F82ADB1069,2026-06-17 22:03:06,2026-06-17,22:03:06,Frozen Foods,Frozen Peas,Insulated Container,Bhubaneswar,Ahmedabad,Road,21.827916,79.030679,-2.21,62.31,77.35,234.36,19.266,3.99,Active,Fog,DRV-B9C73961,RTE-896E39F9,881.0,48.15,163.53
SHP-0553792F67BC,CTR-6C0B206D8F,2026-06-17 00:10:06,2026-06-17,00:10:06,Ice Cream,Ice Cream,Insulated Container,Noida,Ahmedabad,Sea,26.399307,75.430758,2.05,66.33,73.81,88.1,2.767,0.0,Active,Heatwave,DRV-5E1B103F,RTE-AEC0EB20,2049.9,79.67,333.91
SHP-0F13BF90F9F7,CTR-17D64348AF,2026-07-05 22:40:06,2026-07-05,22:40:06,Fresh Vegetables,Broccoli,Mini Reefer Truck,Pune,Coimbatore,Air,15.470632,75.802883,1.54,38.51,32.5,246.89,5.366,0.2,Active,Clear,DRV-86F1260E,RTE-997F3DAF,1510.46,24.92,204.31
SHP-A3654704EDD2,CTR-B1CE7A4C38,2026-05-23 21:04:06,2026-05-23,21:04:06,Frozen Foods,Frozen French Fries,Reefer Trailer,Siliguri,Chandigarh,Road,28.763697,82.516762,1.06,50.51,80.03,157.31,4.88,1.42,Active,Clear,DRV-80427C54,RTE-5D1B2A89,1172.72,37.97,262.38
SHP-BBE9A5435292,CTR-18E4235F2A,2026-05-24 22:39:06,2026-05-24,22:39:06,Vaccines,COVID-19 Vaccine,Mini Reefer Truck,Lucknow,Bhubaneswar,Sea,23.039109,83.952089,3.0,56.17,62.01,26.61,2.122,2.39,Active,Storm,DRV-1DE0FEE1,RTE-2AC4A6DE,2134.43,77.07,255.03
SHP-B84539503847,CTR-747E57E2C2,2026-06-05 12:45:06,2026-06-05,12:45:06,Frozen Foods,Frozen French Fries,Insulated Container,Siliguri,Lucknow,Air,26.186964,84.255104,1.52,42.56,51.4,100.85,4.387,21.88,Warning,Cold Wave,DRV-2E9ACCEF,RTE-6D86E092,1454.89,26.8,252.03
SHP-EBE6445549B2,CTR-C0BCA73CAF,2026-06-18 04:19:06,2026-06-18,04:19:06,Dairy Products,Butter,Cold Storage Container,Jaipur,Chennai,Road,19.600185,78.419201,1.78,45.46,63.86,281.42,4.345,3.12,Active,Storm,DRV-7BB0B2B2,RTE-7AA8FB54,869.62,31.94,201.34
SHP-576F5A6DE22E,CTR-54EC76885D,2026-06-29 05:57:06,2026-06-29,05:57:06,Dairy Products,Curd,Refrigerated Truck,Varanasi,Bengaluru,Rail,19.544184,79.821164,1.53,38.09,80.22,31.26,9.296,4.39,Warning,Cloudy,DRV-D8988AE7,RTE-95941A65,985.1,35.87,186.8
SHP-D9E3EE3CFE79,CTR-B71969BB5B,2026-06-18 10:09:06,2026-06-18,10:09:06,Frozen Foods,Frozen Meat,Refrigerated Van,Bengaluru,Ranchi,Road,17.993123,80.804986,0.82,42.43,63.77,9.96,6.71,4.44,Warning,Heatwave,DRV-3AC2CA83,RTE-1503FEDB,989.14,27.8,155.41
SHP-9C152F5935C3,CTR-A15263AAFF,2026-06-15 10:48:06,2026-06-15,10:48:06,Dairy Products,Cheese,Reefer Trailer,Mumbai,Asansol,Road,22.07937,79.888447,-4.28,48.96,62.02,2.78,7.559,1.2,Active,Cloudy,DRV-32EDAE9B,RTE-943DF7E7,1124.54,23.07,215.12
SHP-A6F8BF05AED0,CTR-FDDBC730C1,2026-07-15 06:00:06,2026-07-15,06:00:06,Dairy Products,Butter,Mini Reefer Truck,Hyderabad,Indore,Sea,19.338421,77.605694,0.2,41.24,0.0,293.39,9.159,20.39,Warning,Cloudy,DRV-21F2F602,RTE-2A61F199,2231.81,83.5,315.78
SHP-1E2E5EA59863,CTR-BD1487290E,2026-05-29 15:24:06,2026-05-29,15:24:06,Dairy Products,Paneer,Refrigerated Truck,Gurugram,Lucknow,Air,27.691472,79.780022,-2.89,56.06,90.16,111.26,7.644,1.24,Active,Clear,DRV-2E361B8E,RTE-BFA2E789,961.94,30.18,191.41
SHP-8555AF5B6081,CTR-0F98A5DBB3,2026-06-23 06:49:06,2026-06-23,06:49:06,Frozen Foods,Frozen Pizza,Refrigerated Truck,Kochi,Hyderabad,Road,13.024385,77.565963,-3.07,54.8,79.5,17.02,6.01,16.12,Warning,Storm,DRV-3D55E867,RTE-1E57306B,743.68,37.41,118.87
SHP-FE566E742D6B,CTR-42424BF571,2026-06-21 12:21:06,2026-06-21,12:21:06,Frozen Foods,Frozen Peas,Refrigerated Van,Lucknow,Mumbai,Road,22.296248,77.602493,4.04,82.12,78.85,21.68,2.876,3.11,Warning,Storm,DRV-B4C19FD2,RTE-369545E7,992.86,43.26,162.5
SHP-4F77B88C840A,CTR-400C2B6FA9,2026-06-17 09:21:06,2026-06-17,09:21:06,Seafood,Fish,Cold Storage Container,Kanpur,Asansol,Road,24.891204,83.22542,4.15,47.78,81.13,101.35,5.736,0.0,Active,Clear,DRV-05FD95CB,RTE-0D666DA3,918.47,45.97,223.47
SHP-1B2CFDBF2DAC,CTR-4A68050D41,2026-07-07 10:28:06,2026-07-07,10:28:06,Fresh Fruits,Banana,Refrigerated Van,Coimbatore,Delhi,Sea,20.195499,76.991457,10.51,50.52,76.63,161.59,2.439,42.11,Warning,Heatwave,DRV-75E22DD9,RTE-5FD6E88E,2329.77,89.61,360.8
SHP-187CA64CFD85,CTR-854BB1C02C,2026-06-04 23:58:06,2026-06-04,23:58:06,Seafood,Fish,Refrigerated Van,Coimbatore,Lucknow,Road,18.334009,78.993788,0.61,40.67,67.19,95.45,4.645,3.51,Active,Cold Wave,DRV-580175BC,RTE-950164C7,980.58,55.65,139.87
SHP-F642E48E7F99,CTR-4AF1A86689,2026-07-16 04:57:06,2026-07-16,04:57:06,Frozen Foods,Frozen Meat,Cold Storage Container,Bhopal,Lucknow,Air,24.526273,78.435648,3.24,62.28,68.12,58.38,4.197,1.65,Active,Cloudy,DRV-CD0B71A3,RTE-9114E1A9,1725.27,1.0,403.44
SHP-743A103D5D1D,CTR-0C4A350A68,2026-06-08 20:59:06,2026-06-08,20:59:06,Bakery Products,Cake,Cold Storage Container,Delhi,Siliguri,Sea,27.441446,83.475536,0.03,58.06,65.08,25.24,4.405,5.68,Warning,Cold Wave,DRV-ACF4FDE4,RTE-0C48F787,2852.78,66.26,621.39
SHP-0FF26E429246,CTR-447ED3F9EB,2026-06-21 16:20:06,2026-06-21,16:20:06,Bakery Products,Bread,Cold Storage Container,Pune,Surat,Rail,20.428086,73.29141,2.42,52.14,100.0,106.77,1.615,2.04,Active,Cold Wave,DRV-86B7C302,RTE-CA37FC70,1473.89,48.27,322.45
SHP-766DF69E618B,CTR-1613CEFDA1,2026-06-20 05:18:06,2026-06-20,05:18:06,Frozen Foods,Frozen Meat,Refrigerated Truck,Kanpur,Asansol,Rail,25.660887,84.354222,-6.65,40.3,76.39,54.11,0.172,2.81,Warning,Cloudy,DRV-AB0F2F43,RTE-6F8CA3A0,1365.27,41.12,233.76
SHP-CD94A01884BB,CTR-26A7216650,2026-07-09 23:12:06,2026-07-09,23:12:06,Medicines,Insulin,Refrigerated Truck,Varanasi,Bhopal,Sea,24.366422,79.609434,0.95,51.52,64.67,35.85,3.619,1.82,Active,Cloudy,DRV-DB0D56DC,RTE-8140AEEF,2356.44,69.47,439.14
SHP-3A37B29B9C9D,CTR-746F399CEC,2026-06-15 07:33:06,2026-06-15,07:33:06,Dairy Products,Milk,Reefer Trailer,Patna,Asansol,Air,25.357128,86.12416,0.14,37.06,75.35,251.93,10.634,5.24,Warning,Rain,DRV-B527147F,RTE-5E5B3DCC,1894.75,14.39,407.14
SHP-1D684B0C3567,CTR-30E571C177,2026-06-06 01:17:06,2026-06-06,01:17:06,Fresh Vegetables,Carrot,Insulated Container,Chennai,Patna,Sea,19.483729,82.634619,-3.13,60.53,0.8,102.58,5.308,2.43,Inactive,Cold Wave,DRV-17632E6B,RTE-636263C5,2433.99,50.36,427.32
SHP-8548D8599FC0,CTR-5F2EDDA221,2026-05-21 06:39:06,2026-05-21,06:39:06,Frozen Foods,Frozen Pizza,Reefer Trailer,Mumbai,Guwahati,Sea,23.008509,82.91062,-0.12,81.73,46.08,41.14,10.12,2.84,Active,Rain,DRV-6740D794,RTE-40A1EBFD,2178.61,76.11,465.5
SHP-D8983B647149,CTR-02BDB460E6,2026-06-10 19:13:06,2026-06-10,19:13:06,Vaccines,BCG Vaccine,Refrigerated Van,Coimbatore,Chandigarh,Sea,20.771014,77.091258,0.44,50.69,62.4,119.39,2.453,4.53,Warning,Rain,DRV-1A927D66,RTE-25C34290,2255.9,81.61,315.45
SHP-3428168C000C,CTR-6BFB6AAAD7,2026-07-08 13:23:06,2026-07-08,13:23:06,Vaccines,COVID-19 Vaccine,Refrigerated Van,Ahmedabad,Kochi,Sea,16.530905,75.073627,4.31,32.46,75.76,0.6,3.478,23.85,Warning,Cold Wave,DRV-D6659B5E,RTE-A81D3D4E,2108.52,72.49,305.48
SHP-AF9041A04C22,CTR-8D1B9751FD,2026-05-20 13:48:06,2026-05-20,13:48:06,Fresh Fruits,Banana,Reefer Trailer,Bhubaneswar,Chennai,Road,16.660043,82.611006,2.15,42.92,38.19,30.54,20.0,2.51,Active,Rain,DRV-406ACB0D,RTE-F74C6974,1145.31,13.21,238.14
SHP-87DD1463C6E4,CTR-A2E0A812A5,2026-07-12 18:00:06,2026-07-12,18:00:06,Dairy Products,Curd,Mini Reefer Truck,Ranchi,Patna,Rail,23.812386,84.916189,0.03,54.95,74.42,72.73,2.583,29.1,Warning,Cold Wave,DRV-EBDFABF0,RTE-5E29B6AD,1247.34,44.66,160.55
SHP-8C9C6917E889,CTR-7A28389601,2026-06-21 13:12:06,2026-06-21,13:12:06,Frozen Foods,Frozen Meat,Insulated Container,Asansol,Chandigarh,Air,27.068676,81.331348,0.6,58.73,71.09,62.16,7.457,43.38,Warning,Fog,DRV-5D272A2A,RTE-942F3FA0,1271.92,13.37,196.2
SHP-32BCF99C987D,CTR-0C7BC003C2,2026-05-28 09:29:06,2026-05-28,09:29:06,Ice Cream,Ice Cream,Refrigerated Van,Delhi,Durgapur,Road,25.280339,82.296206,0.11,57.99,19.19,163.26,7.449,3.11,Active,Heatwave,DRV-8ED8BE40,RTE-6DDFD353,1156.86,46.39,172.96
SHP-24D3398520C8,CTR-C43DC2641C,2026-06-07 02:40:06,2026-06-07,02:40:06,Fresh Vegetables,Broccoli,Mini Reefer Truck,Kochi,Bhubaneswar,Rail,15.52692,80.463981,-0.49,38.54,69.35,107.83,6.887,19.17,Warning,Heatwave,DRV-A6A3A3E5,RTE-E015DC6D,1066.22,56.76,151.97
SHP-973BDF6F105D,CTR-3D974CA9E8,2026-06-22 05:20:06,2026-06-22,05:20:06,Fresh Vegetables,Carrot,Mini Reefer Truck,Lucknow,Noida,Sea,27.34992,79.224758,-2.6,52.17,63.37,16.63,7.523,19.71,Warning,Cloudy,DRV-3BC8EA4E,RTE-0113497E,2417.02,71.13,323.33
SHP-9D2E4BB284AF,CTR-08EAED34A6,2026-06-07 22:07:06,2026-06-07,22:07:06,Vaccines,COVID-19 Vaccine,Insulated Container,Jaipur,Pune,Rail,23.016832,74.809091,-0.06,57.31,64.83,82.99,2.551,31.1,Warning,Cloudy,DRV-517C8CEB,RTE-59669596,926.73,41.65,136.86
SHP-0D4F0414CD64,CTR-DEC9D88C28,2026-05-26 11:52:06,2026-05-26,11:52:06,Dairy Products,Cheese,Cold Storage Container,Kanpur,Hyderabad,Rail,22.326206,79.088677,-1.79,38.06,45.63,32.84,3.758,12.01,Warning,Clear,DRV-5B428214,RTE-3F3AD0FD,1309.46,47.58,274.26
SHP-43BE519F92A2,CTR-881E2CA4B0,2026-06-28 22:33:06,2026-06-28,22:33:06,Medicines,Paracetamol Syrup,Refrigerated Truck,Hyderabad,Srinagar,Road,26.159741,77.118744,-7.75,54.87,68.75,11.04,0.265,2.15,Warning,Cold Wave,DRV-5F1D4453,RTE-76096429,588.45,19.15,105.79
SHP-C7D67413D0FC,CTR-F1C1F90184,2026-06-29 07:33:06,2026-06-29,07:33:06,Dairy Products,Paneer,Reefer Trailer,Kolkata,Srinagar,Road,28.483356,82.055428,1.23,51.97,60.96,78.23,13.118,0.14,Active,Cloudy,DRV-99399F8D,RTE-37ACC426,1057.96,30.53,227.32
SHP-C8128FB7B913,CTR-8DFCA9A69E,2026-05-27 02:42:06,2026-05-27,02:42:06,Vaccines,BCG Vaccine,Insulated Container,Ranchi,Gurugram,Air,25.97894,80.669814,0.94,50.19,64.06,97.08,7.491,0.71,Active,Cloudy,DRV-363DEBF4,RTE-073C233F,1582.6,22.4,287.71
SHP-D453DD552CFD,CTR-7A4128E98B,2026-06-05 20:30:06,2026-06-05,20:30:06,Fresh Fruits,Grapes,Refrigerated Truck,Varanasi,Ranchi,Sea,24.942309,84.04112,-4.29,36.66,82.65,113.56,2.901,12.82,Warning,Rain,DRV-9879D75C,RTE-4A116A26,1872.77,71.55,356.71
SHP-EEB4CE010859,CTR-7B95BEC508,2026-06-03 14:42:06,2026-06-03,14:42:06,Dairy Products,Paneer,Reefer Trailer,Siliguri,Kolkata,Sea,24.249684,88.732451,-0.29,47.65,31.16,170.02,2.477,17.44,Warning,Heatwave,DRV-BA1A6750,RTE-8D3C8817,2157.33,75.8,439.99
SHP-8797C1425AED,CTR-180213CBEC,2026-06-28 13:06:06,2026-06-28,13:06:06,Fresh Vegetables,Carrot,Refrigerated Truck,Nagpur,Ahmedabad,Sea,22.317735,76.355283,2.39,47.64,76.44,101.52,10.758,5.43,Warning,Fog,DRV-D4EA4C9C,RTE-FFEAE2B1,2509.79,58.71,474.86
SHP-B7B3591640EE,CTR-4C10C77BCB,2026-07-02 19:09:06,2026-07-02,19:09:06,Dairy Products,Curd,Reefer Trailer,Surat,Ahmedabad,Rail,21.649298,72.027986,2.54,48.93,67.04,115.42,2.733,3.46,Active,Cold Wave,DRV-6DA53DC3,RTE-58204A65,1242.45,58.32,256.71
SHP-2A6CD377DCE7,CTR-CD01643076,2026-07-02 14:24:06,2026-07-02,14:24:06,Vaccines,BCG Vaccine,Refrigerated Truck,Nagpur,Surat,Rail,21.358517,75.986226,2.46,45.94,76.59,95.18,2.893,8.88,Warning,Clear,DRV-738BF4D6,RTE-0DEB4A48,1053.41,46.63,205.68
SHP-9538CDF1AC28,CTR-A414263EE0,2026-07-15 07:20:06,2026-07-15,07:20:06,Frozen Foods,Frozen French Fries,Cold Storage Container,Ahmedabad,Chennai,Sea,18.532535,76.602196,0.09,46.81,62.6,19.88,2.041,10.72,Warning,Storm,DRV-1B6CF2EC,RTE-5609E87B,2304.61,75.45,519.82
SHP-6B5C34BB2706,CTR-DE13C5F977,2026-07-05 02:23:06,2026-07-05,02:23:06,Fresh Fruits,Grapes,Mini Reefer Truck,Bengaluru,Pune,Air,16.056279,75.360634,-2.03,49.71,14.33,86.65,8.486,4.8,Warning,Fog,DRV-1E666BB8,RTE-C7C7B2FD,1645.59,15.61,232.87
SHP-98E0BE446AFB,CTR-3AA239FEBD,2026-06-08 05:18:06,2026-06-08,05:18:06,Vaccines,BCG Vaccine,Reefer Trailer,Siliguri,Surat,Rail,24.186181,80.673261,-6.59,53.19,81.15,53.54,10.021,4.4,Warning,Cloudy,DRV-2DEC8250,RTE-41CA290F,854.51,57.9,164.2
SHP-2BEBF2CE3A8A,CTR-2D4E582437,2026-05-26 10:40:06,2026-05-26,10:40:06,Fresh Fruits,Orange,Mini Reefer Truck,Bengaluru,Kolkata,Air,17.402215,82.480051,0.83,47.81,80.05,32.6,4.217,2.65,Active,Clear,DRV-14E0EC8D,RTE-334C6B7C,1791.7,11.86,230.45
SHP-51BE58C4B585,CTR-A4DC1CDED3,2026-06-25 20:37:06,2026-06-25,20:37:06,Seafood,Fish,Reefer Trailer,Gurugram,Indore,Rail,24.899092,75.860748,0.91,47.05,1.33,12.91,10.065,13.57,Inactive,Cloudy,DRV-09A45AB8,RTE-91773A67,726.46,46.85,132.9
SHP-13519BFD0FF5,CTR-6ABDCA29E3,2026-07-13 22:35:06,2026-07-13,22:35:06,Seafood,Salmon,Insulated Container,Gurugram,Asansol,Road,25.44882,81.934349,3.09,50.66,3.6,23.97,6.481,4.4,Inactive,Clear,DRV-15DAE62A,RTE-9370302C,898.6,24.55,161.35
SHP-DCA547F627F5,CTR-A3E0739A85,2026-07-17 11:45:06,2026-07-17,11:45:06,Dairy Products,Butter,Insulated Container,Chennai,Hyderabad,Road,15.158278,79.699456,2.64,36.17,71.25,107.75,1.931,1.01,Active,Cold Wave,DRV-2B2215BD,RTE-870ACC1B,759.97,21.91,109.12
SHP-85AE458F7A4A,CTR-EC747B9462,2026-06-02 19:02:06,2026-06-02,19:02:06,Fresh Fruits,Orange,Reefer Trailer,Bengaluru,Varanasi,Sea,19.131794,79.99728,-0.32,53.43,89.85,209.88,12.496,3.23,Active,Storm,DRV-0DC634C1,RTE-5168B8A1,2351.82,73.66,507.92
SHP-173AB0918EF7,CTR-6B0DA8E76F,2026-06-03 04:01:06,2026-06-03,04:01:06,Fresh Vegetables,Onion,Cold Storage Container,Kolkata,Bhubaneswar,Road,20.877789,87.845746,-2.99,54.99,47.97,311.62,2.022,40.73,Warning,Cloudy,DRV-CC0FFF51,RTE-F76425C5,438.55,39.51,98.09
SHP-70FEDA772602,CTR-2F0810A393,2026-05-22 05:24:06,2026-05-22,05:24:06,Dairy Products,Paneer,Refrigerated Truck,Delhi,Coimbatore,Rail,19.050759,77.838132,-0.77,55.64,73.2,49.18,4.455,2.93,Active,Cold Wave,DRV-0B280DF1,RTE-F40C7C57,1085.87,53.16,182.99
